,001-139.99,140-239.99,240-279.99,280-289.99,290-319.99,320-389.99,390-459.99,460-519.99,520-579.99,580-629.99,680-709.99,780-799.99,800-999.99,E878-E879.9,E930-E949.9,V07-V09.99,V10-V19.99,V40-V49.99,V50-V59.99,V87-V87.99,A01,A02,A03,A04,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B05,C01,C02,C03,C05,C07,C08,C09,C10,D01,D04,D05,D07,D08,D09,D11,G01,G02,G03,G04,H01,H02,H03,H04,J01,J05,J07,L02,L04,M02,M03,N01,N02,N03,N04,N05,N06,P01,R02,R03,R05,R06,R07,S01,S03,V03,V04,V06,p00-00.99,p01-05.99,p30-34.99,p35-39.99,p42-54.99,p55-59.99,p87-99.99
680-709.99,0.015484003281378179,0.0,0.05219442165709598,0.009639048400328138,0.011074651353568499,0.016714520098441345,0.03568498769483183,0.012715340442986054,0.008511074651353569,0.021123872026251024,0.015381460213289582,0.010459392945036915,0.012612797374897457,0.0,0.0,0.0,0.012202625102543068,0.02132895816242822,0.01138228055783429,0.0,0.010254306808859722,0.01989335520918786,0.011894995898277276,0.002461033634126333,0.04450369155045119,0.017227235438884332,0.0047169811320754715,0.006562756357670222,0.02532813781788351,0.011587366694011485,0.034454470877768664,0.026045939294503693,0.0,0.024507793273174733,0.03250615258408532,0.02020098441345365,0.014150943396226415,0.033223954060705496,0.021944216570959803,0.001948318293683347,0.00010254306808859722,0.002973748974569319,0.007280557834290402,0.007485643970467596,0.0006152584085315833,0.0047169811320754715,0.009433962264150943,0.0047169811320754715,0.0047169811320754715,0.0047169811320754715,0.0075881870385561935,0.0,0.0047169811320754715,0.00881870385561936,0.000512715340442986,0.00041017227235438887,0.013638228055783429,0.01066447908121411,0.049425758818703855,0.0,0.0026661197703035273,0.0,0.0,0.0,0.013535684987694831,0.008408531583264971,0.04634946677604594,0.013535684987694831,0.0,0.007998359310910582,0.0146636587366694,0.0,0.005537325676784249,0.025840853158326498,0.0,0.009433962264150943,0.0047169811320754715,0.005229696472518457,0.004819524200164069,0.009433962264150943,0.010767022149302707,0.011177194421657096,0.0018457752255947497,0.0,0.00010254306808859722,0.012407711238720262,0.004101722723543888,0.0,0.014971287940935192
780-799.99,0.015375278171151122,0.0,0.04410277159619664,0.007283026502124216,0.010519927169734978,0.013352215253894396,0.032773619259558975,0.00303459437588509,0.009306089419380943,0.02731134938296581,0.02063524175601861,0.005664576168318835,0.01436374671252276,0.0,0.0,0.00040461258345134534,0.008092251669026907,0.014970665587699777,0.01213837750354036,0.0,0.010924539753186325,0.027109043091240136,0.009710702002832288,0.0008092251669026907,0.04430507788792232,0.01517297187942545,0.004450738417964798,0.006271495043495853,0.02872749342504552,0.012542990086991706,0.032773619259558975,0.024883673882257738,0.000606918875177018,0.0258952053408861,0.03155978150920494,0.025490592757434757,0.013352215253894396,0.02953671859194821,0.01962371029739025,0.0032369006676107627,0.0,0.0008092251669026907,0.005462269876593162,0.010317620878009305,0.001213837750354036,0.004450738417964798,0.008901476835929597,0.004450738417964798,0.004450738417964798,0.004450738417964798,0.010115314586283633,0.0,0.004855351001416144,0.011936071211814687,0.0010115314586283633,0.0008092251669026907,0.013352215253894396,0.01213837750354036,0.048351203722435766,0.0,0.0074853327938498885,0.00020230629172567267,0.0,0.0,0.013149908962168723,0.011733764920089014,0.04774428484725875,0.013149908962168723,0.00040461258345134534,0.0074853327938498885,0.017196034796682177,0.000606918875177018,0.006271495043495853,0.028322880841594174,0.002225369208982399,0.008901476835929597,0.004450738417964798,0.004855351001416144,0.005259963584867489,0.008901476835929597,0.010115314586283633,0.013959134129071415,0.00020230629172567267,0.0,0.0,0.016386809629779488,0.00303459437588509,0.002225369208982399,0.012340683795266033
800-999.99,0.014973262032085561,0.0,0.04188948306595366,0.0071301247771836,0.008912655971479501,0.01301247771836007,0.03244206773618538,0.00944741532976827,0.00784313725490196,0.023707664884135473,0.021925133689839574,0.01265597147950089,0.00071301247771836,0.0,0.0,0.00035650623885918,0.009269162210338681,0.014973262032085561,0.00944741532976827,0.0,0.010873440285204991,0.019073083778966132,0.01301247771836007,0.0023172905525846704,0.043137254901960784,0.01693404634581105,0.00516934046345811,0.006773618538324421,0.022994652406417113,0.009982174688057042,0.03547237076648841,0.026381461675579324,0.00017825311942959,0.025668449197860963,0.0340463458110517,0.02406417112299465,0.015508021390374332,0.036185383244206774,0.024420677361853833,0.0032085561497326204,0.00017825311942959,0.0033868092691622105,0.00837789661319073,0.008021390374331552,0.00142602495543672,0.00516934046345811,0.01033868092691622,0.00516934046345811,0.00516934046345811,0.00516934046345811,0.007664884135472371,0.0,0.00516934046345811,0.00944741532976827,0.0010695187165775401,0.00089126559714795,0.01301247771836007,0.00944741532976827,0.05026737967914439,0.0,0.0042780748663101605,0.0,0.0,0.0,0.012834224598930482,0.009982174688057042,0.044919786096256686,0.012834224598930482,0.00035650623885918,0.009982174688057042,0.01639928698752228,0.0005347593582887701,0.00570409982174688,0.02406417112299465,0.00196078431372549,0.01033868092691622,0.00516934046345811,0.006417112299465241,0.006060606060606061,0.01033868092691622,0.0106951871657754,0.01140819964349376,0.0010695187165775401,0.0,0.00017825311942959,0.015508021390374332,0.0053475935828877,0.00196078431372549,0.01818181818181818
E878-E879.9,0.0,0.0,0.02912621359223301,0.0,0.009708737864077669,0.019417475728155338,0.04854368932038835,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.019417475728155338,0.0,0.009708737864077669,0.009708737864077669,0.019417475728155338,0.0,0.038834951456310676,0.038834951456310676,0.009708737864077669,0.009708737864077669,0.0,0.009708737864077669,0.02912621359223301,0.009708737864077669,0.0,0.038834951456310676,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.05825242718446602,0.038834951456310676,0.0,0.0,0.0,0.009708737864077669,0.009708737864077669,0.0,0.009708737864077669,0.019417475728155338,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0,0.009708737864077669,0.009708737864077669,0.0,0.0,0.009708737864077669,0.009708737864077669,0.038834951456310676,0.0,0.0,0.0,0.0,0.009708737864077669,0.009708737864077669,0.019417475728155338,0.04854368932038835,0.009708737864077669,0.0,0.009708737864077669,0.009708737864077669,0.0,0.0,0.02912621359223301,0.0,0.019417475728155338,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.019417475728155338,0.0,0.009708737864077669,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.019417475728155338
E930-E949.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V07-V09.99,0.023622047244094488,0.007874015748031496,0.023622047244094488,0.015748031496062992,0.031496062992125984,0.023622047244094488,0.11023622047244094,0.023622047244094488,0.007874015748031496,0.023622047244094488,0.0,0.015748031496062992,0.015748031496062992,0.0,0.0,0.0,0.03937007874015748,0.06299212598425197,0.0,0.0,0.0,0.031496062992125984,0.0,0.0,0.015748031496062992,0.0,0.0,0.0,0.0,0.0,0.03937007874015748,0.047244094488188976,0.0,0.0,0.031496062992125984,0.0,0.0,0.015748031496062992,0.007874015748031496,0.023622047244094488,0.0,0.023622047244094488,0.023622047244094488,0.023622047244094488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05511811023622047,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.023622047244094488,0.0,0.023622047244094488,0.023622047244094488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023622047244094488,0.031496062992125984,0.0,0.023622047244094488,0.023622047244094488,0.0,0.0,0.0,0.007874015748031496,0.0,0.0,0.047244094488188976
V10-V19.99,0.011422413793103449,0.0010775862068965517,0.05775862068965517,0.009267241379310344,0.016594827586206895,0.023706896551724137,0.046120689655172416,0.013577586206896551,0.009051724137931035,0.02004310344827586,0.02564655172413793,0.008620689655172414,0.011206896551724138,0.0,0.0,0.0010775862068965517,0.016379310344827588,0.032758620689655175,0.01271551724137931,0.0,0.007974137931034483,0.01228448275862069,0.010344827586206896,0.00021551724137931034,0.036853448275862066,0.015517241379310345,0.005172413793103448,0.007112068965517242,0.02478448275862069,0.008189655172413794,0.03125,0.022844827586206897,0.0,0.02564655172413793,0.029525862068965517,0.01896551724137931,0.015517241379310345,0.032543103448275865,0.021336206896551725,0.001293103448275862,0.00021551724137931034,0.001293103448275862,0.00646551724137931,0.009267241379310344,0.00021551724137931034,0.005172413793103448,0.010344827586206896,0.005172413793103448,0.005172413793103448,0.005172413793103448,0.008189655172413794,0.0,0.005172413793103448,0.007974137931034483,0.00021551724137931034,0.00021551724137931034,0.010344827586206896,0.010129310344827586,0.043534482758620686,0.0,0.0028017241379310344,0.0,0.0004310344827586207,0.0,0.010129310344827586,0.008836206896551724,0.04849137931034483,0.010129310344827586,0.0010775862068965517,0.007543103448275862,0.010344827586206896,0.0,0.0028017241379310344,0.02543103448275862,0.0,0.010344827586206896,0.005172413793103448,0.007327586206896552,0.007112068965517242,0.010344827586206896,0.014655172413793103,0.011422413793103449,0.005172413793103448,0.0,0.00021551724137931034,0.010775862068965518,0.00021551724137931034,0.0,0.010560344827586207
V40-V49.99,0.012474012474012475,0.000656526972316446,0.05077141919247182,0.007002954371375424,0.013458802932487144,0.021337126600284494,0.04365904365904366,0.011598643177590545,0.006674690885217201,0.017835649414596783,0.02275960170697013,0.008097165991902834,0.009191377612430244,0.00109421162052741,0.0,0.000875369296421928,0.016632016632016633,0.016850858956122115,0.013896487580698107,0.0,0.007440639019586388,0.015756647335594703,0.011926906663748769,0.000218842324105482,0.03578071999124631,0.021337126600284494,0.005908742750848014,0.00886311412627202,0.026042236568552358,0.010395010395010396,0.030419083050662,0.021118284276179015,0.0,0.0285589232957654,0.033373454426086004,0.02079002079002079,0.01772622825254404,0.0370937739358792,0.02407265565160302,0.002407265565160302,0.0,0.000875369296421928,0.006784112047269942,0.008206587153955575,0.000109421162052741,0.005908742750848014,0.011817485501696028,0.005908742750848014,0.005908742750848014,0.005908742750848014,0.007440639019586388,0.0,0.006127585074953496,0.00886311412627202,0.000109421162052741,0.000109421162052741,0.011270379691432323,0.011160958529379582,0.04792646897910056,0.0,0.001422475106685633,0.000109421162052741,0.000218842324105482,0.00109421162052741,0.011160958529379582,0.00875369296421928,0.04869241711346974,0.011160958529379582,0.000875369296421928,0.007112375533428165,0.011817485501696028,0.0,0.001422475106685633,0.028011817485501696,0.0,0.011817485501696028,0.005908742750848014,0.006784112047269942,0.007221796695480906,0.011817485501696028,0.009300798774482985,0.01203632782580151,0.002626107889265784,0.0,0.0,0.010613852719115876,0.000218842324105482,0.0,0.011270379691432323
V50-V59.99,0.009354041651959053,0.0007059654076950229,0.05100600070596541,0.004765266501941405,0.013766325450052947,0.02188492763854571,0.049770561242499116,0.009707024355806565,0.009001058948111542,0.01941404871161313,0.019590540063536888,0.010589481115425344,0.009354041651959053,0.0035298270384751147,0.0,0.0,0.010412989763501588,0.02241440169431698,0.0070596540769502295,0.0,0.007765619484645252,0.016590187080833037,0.010942463819272856,0.00035298270384751147,0.03776914931168373,0.021355453582774443,0.005471231909636428,0.00864807624426403,0.02523826332509707,0.010236498411577833,0.028062124955877163,0.019237557359689374,0.00017649135192375574,0.028415107659724673,0.033180374161666075,0.021708436286621956,0.016413695728909283,0.03512177903282739,0.022590893046240734,0.00035298270384751147,0.00017649135192375574,0.00017649135192375574,0.0056477232615601836,0.008118602188492764,0.00035298270384751147,0.005471231909636428,0.010942463819272856,0.005471231909636428,0.005471231909636428,0.005471231909636428,0.008295093540416519,0.0,0.005471231909636428,0.007765619484645252,0.00017649135192375574,0.00017649135192375574,0.012883868690434168,0.012707377338510413,0.048535121779032825,0.0,0.0022943875750088246,0.0,0.00035298270384751147,0.0035298270384751147,0.012707377338510413,0.01200141193081539,0.05100600070596541,0.012707377338510413,0.0,0.0070596540769502295,0.013766325450052947,0.0,0.0022943875750088246,0.03053300388280974,0.0,0.010942463819272856,0.005471231909636428,0.0063536886692552065,0.0056477232615601836,0.010942463819272856,0.004941757853865161,0.012883868690434168,0.0012354394634662902,0.0,0.00017649135192375574,0.011648429226967879,0.0005294740557712672,0.0,0.01570773032121426
V87-V87.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A01,0.010192525481313703,0.00025166729583490623,0.03334591669812508,0.006669183339625016,0.005285013212533031,0.010192525481313703,0.023027557568893922,0.00968919088964389,0.009311689945891531,0.016610041525103814,0.012583364791745313,0.006795016987542469,0.007675852522964641,0.0012583364791745313,0.0,0.0,0.004655844972945766,0.008556688058386813,0.005536680508367938,0.0,0.002768340254183969,0.018749213539700518,0.017868378004278342,0.0017616710708443439,0.04706178432112747,0.026676733358500064,0.007675852522964641,0.007675852522964641,0.010570026425066062,0.011325028312570781,0.03636592424814395,0.020888385554297218,0.0,0.03296841575437272,0.03611425695230905,0.02944507361268403,0.023027557568893922,0.04907512268780672,0.03347175034604253,0.002768340254183969,0.0,0.0022650056625141564,0.009940858185478798,0.009311689945891531,0.0012583364791745313,0.007675852522964641,0.015351705045929281,0.007675852522964641,0.007675852522964641,0.007675852522964641,0.009311689945891531,0.0,0.008179187114634454,0.0120800302000755,0.0007550018875047187,0.0005033345916698125,0.01082169372090097,0.007550018875047188,0.04253177299609916,0.0,0.003020007550018875,0.00025166729583490623,0.0,0.0012583364791745313,0.010318359129231156,0.014596703158424562,0.04265760664401661,0.010318359129231156,0.0,0.012960865735497672,0.013338366679250032,0.0007550018875047187,0.0056625141562853904,0.023279224864728828,0.001887504718761797,0.015603372341764187,0.007675852522964641,0.007675852522964641,0.007675852522964641,0.015351705045929281,0.009940858185478798,0.008808355354221718,0.0007550018875047187,0.0,0.001006669183339625,0.012960865735497672,0.004781678620863219,0.0013841701270919844,0.017616710708443437
A02,0.012426841978673936,0.0005612122183917261,0.036879660065742004,0.007536278361260322,0.006333680750420909,0.010823378497554718,0.026056281568187286,0.00833801010181993,0.00905956866832358,0.020363986210214062,0.01555359576685641,0.010743205323498758,0.008578529623987814,0.0008017317405596087,0.0,0.0003206926962238435,0.00456987092118977,0.011544937064058366,0.007536278361260322,0.0,0.011945802934338171,0.013789785937625271,0.013869959111681231,0.001362943958951335,0.04706165317084903,0.023089874128116732,0.006253507576364948,0.0069750661428685965,0.018760522729094845,0.012507015152729896,0.03543654293273471,0.023250220476228652,0.00016034634811192176,0.029423554878537643,0.03375290627755953,0.027018359656858816,0.018760522729094845,0.040808145594484084,0.026777840134690933,0.004169005050909965,0.00016034634811192176,0.0016836366551751783,0.007937144231540127,0.00994147358293915,0.00040086587027980436,0.006253507576364948,0.012507015152729896,0.006253507576364948,0.006253507576364948,0.006253507576364948,0.009460434538603383,0.0,0.0065742002725887915,0.012988054197065661,0.0005612122183917261,0.0003206926962238435,0.01186562976028221,0.010101819931051071,0.04690130682273711,0.0,0.004890563617413613,0.00016034634811192176,0.00016034634811192176,0.0008017317405596087,0.011464763890002404,0.013469093241401426,0.045939228734065585,0.011464763890002404,0.0003206926962238435,0.011304417541890483,0.014190651807905075,0.00024051952216788263,0.0055319490098613006,0.026938186482802853,0.001924156177343061,0.012587188326785858,0.006253507576364948,0.007375932013148401,0.006734546620700713,0.012507015152729896,0.01002164675699511,0.011063898019722601,8.017317405596088e-05,0.0,0.0011224244367834522,0.01370961276356931,0.003126753788182474,0.0017638098292311393,0.015232903070632567
A03,0.009307047973601828,0.00016921905406548778,0.029697943988493104,0.0049073525678991455,0.004822743040866401,0.01023775277096201,0.02309840087993908,0.008968609865470852,0.007276419324815975,0.015398933919959388,0.009814705135798291,0.004061257297571706,0.006176495473390304,0.0016921905406548777,0.0,0.0,0.004061257297571706,0.009222438446569083,0.005245790676030121,0.0,0.012014552838649632,0.014637448176664692,0.009814705135798291,0.0012691429054911584,0.04315085878669938,0.030374820204755057,0.008799390811405364,0.008799390811405364,0.009814705135798291,0.011253067095354938,0.03545139182671969,0.017598781622810727,0.0,0.036043658515948894,0.037820458583636515,0.03139013452914798,0.02639817243421609,0.05482697351721804,0.037312801421440056,0.0033843810813097555,0.0,0.00152297148658939,0.010576190879092985,0.008799390811405364,0.0010999238514256705,0.008799390811405364,0.017598781622810727,0.008799390811405364,0.008799390811405364,0.008799390811405364,0.008799390811405364,0.0,0.009307047973601828,0.01218377189271512,0.0005922666892292072,0.00033843810813097557,0.009814705135798291,0.007276419324815975,0.04408156358405956,0.0,0.0018614095947203655,0.00025382858109823165,0.0,0.0016921905406548777,0.009391657500634571,0.013452914798206279,0.04298163973263389,0.009391657500634571,0.0,0.012691429054911583,0.013114476690075302,0.000761485743294695,0.002961333446146036,0.023690667569168287,0.002199847702851341,0.017768000676876217,0.008799390811405364,0.008799390811405364,0.008799390811405364,0.017598781622810727,0.008460952703274389,0.008376343176241644,0.0010153143243929266,0.0,0.0006768762162619511,0.012352990946780608,0.0032997715542770114,0.0018614095947203655,0.016245029190286826
A04,0.017434620174346202,0.0049813200498132005,0.037359900373599,0.017434620174346202,0.0012453300124533001,0.0012453300124533001,0.023661270236612703,0.0323785803237858,0.031133250311332503,0.021170610211706103,0.029887920298879204,0.0049813200498132005,0.0161892901618929,0.0,0.0,0.0,0.0012453300124533001,0.0024906600249066002,0.0024906600249066002,0.0,0.017434620174346202,0.021170610211706103,0.0186799501867995,0.0,0.0759651307596513,0.0049813200498132005,0.0012453300124533001,0.0012453300124533001,0.0024906600249066002,0.0024906600249066002,0.05603985056039851,0.048567870485678705,0.0024906600249066002,0.0049813200498132005,0.0460772104607721,0.008717310087173101,0.0037359900373599006,0.023661270236612703,0.023661270236612703,0.0012453300124533001,0.0,0.014943960149439602,0.0161892901618929,0.0024906600249066002,0.0,0.0012453300124533001,0.0024906600249066002,0.0012453300124533001,0.0012453300124533001,0.0012453300124533001,0.0024906600249066002,0.0,0.0037359900373599006,0.0012453300124533001,0.0024906600249066002,0.0024906600249066002,0.0161892901618929,0.0,0.06102117061021171,0.0,0.0,0.0012453300124533001,0.0024906600249066002,0.0,0.014943960149439602,0.0049813200498132005,0.0273972602739726,0.014943960149439602,0.0,0.026151930261519303,0.0161892901618929,0.0,0.014943960149439602,0.0012453300124533001,0.0,0.0024906600249066002,0.0012453300124533001,0.0012453300124533001,0.0012453300124533001,0.0024906600249066002,0.021170610211706103,0.0012453300124533001,0.0012453300124533001,0.0,0.0,0.021170610211706103,0.0224159402241594,0.0,0.058530510585305104
A06,0.010722808852855602,0.0006865212985059989,0.03527411814704633,0.00712674490830037,0.005982542744123705,0.010984340776095983,0.025760894439177482,0.00980744712151427,0.009317074765438556,0.01771878779953578,0.014188106835790644,0.007159436398705417,0.007911340678021512,0.0013076596162019027,0.0,6.538298081009513e-05,0.005590244859263134,0.010690117362450555,0.0069959789466801795,0.0,0.01222661741148779,0.01918990486776292,0.01667266010657426,0.0019941809147079013,0.03596063944555232,0.02510706463107653,0.007224819379515512,0.00751904279316094,0.013534277027689692,0.011343947170551505,0.03599333093595737,0.021020628330445584,0.00013076596162019027,0.031841511654516326,0.0356010330510968,0.027885841315505575,0.021674458138546536,0.046323841903952404,0.0315472882408709,0.003138383078884566,0.00013076596162019027,0.002190329857138187,0.009480532217463793,0.009219000294223414,0.0008172872601261891,0.007224819379515512,0.014449638759031025,0.007224819379515512,0.007224819379515512,0.007224819379515512,0.009088234332603223,0.0,0.007551734283565988,0.011834319526627219,0.0005884468272908562,0.00042498937526561835,0.010984340776095983,0.00820556409166694,0.0449507993069404,0.0,0.003138383078884566,0.00016345745202523784,0.00026153192324038054,0.0013076596162019027,0.010526659910425316,0.013240053614044265,0.04367583118114355,0.010526659910425316,6.538298081009513e-05,0.012390074863513028,0.01356696851809474,0.0004903723560757135,0.00483834057994704,0.024093628428520055,0.0017653404818725685,0.014613096211056262,0.007224819379515512,0.00794403216842656,0.007486351302755893,0.014449638759031025,0.00980744712151427,0.009186308803818367,0.0008826702409362843,0.0,0.0007845957697211416,0.013109287652424074,0.003824904377390565,0.0014384255778220928,0.017163032462649972
A07,0.00840866092074837,0.00021021652301870928,0.030060962791675427,0.004256884591128863,0.005413075467731764,0.011351692243010301,0.025068320369981082,0.007883119613201598,0.006674374605844019,0.015135589657347067,0.00882909396678579,0.003941559806600799,0.0049926424216943455,0.0021021652301870925,0.0,0.0,0.0037838974143367668,0.010248055497162076,0.006359049821315956,0.0,0.011141475719991592,0.015135589657347067,0.018866932940929157,0.00021021652301870928,0.04036157241959218,0.023018709270548665,0.009091864620559177,0.009091864620559177,0.010721042673954172,0.012192558335085138,0.03368719781374816,0.014977927265083036,0.0,0.03715577044355686,0.03731343283582089,0.03226823628337187,0.02727559386167753,0.056127811645995375,0.03715577044355686,0.0035211267605633804,0.0,0.0005255413075467731,0.009564851797351271,0.009091864620559177,0.0007883119613201597,0.009091864620559177,0.018183729241118354,0.009091864620559177,0.009091864620559177,0.009091864620559177,0.009091864620559177,0.0,0.009512297666596595,0.012718099642631911,0.0005255413075467731,0.0003153247845280639,0.009512297666596595,0.008303552659239016,0.043619928526382176,0.0,0.0017342863149043515,0.00021021652301870928,0.0,0.0021021652301870925,0.009091864620559177,0.014189615303762875,0.04530166071053185,0.009091864620559177,0.0,0.011982341812066429,0.012297666596594493,0.00047298717679209585,0.001839394576413706,0.026119402985074626,0.00215471936094177,0.01839394576413706,0.009091864620559177,0.009091864620559177,0.009091864620559177,0.018183729241118354,0.007357578305654824,0.009091864620559177,0.0009459743535841917,0.0,0.0008408660920748371,0.011194029850746268,0.002312381753205802,0.0017342863149043515,0.01392684464998949
A08,0.008482389821132214,0.00018439977872026554,0.02931956481652222,0.004241194910566107,0.005163193804167435,0.010879586944495666,0.023787571454914253,0.007560390927530887,0.006453992255209293,0.01530518163378204,0.008482389821132214,0.004056795131845842,0.0053475935828877,0.0018439977872026553,0.0,0.0,0.0044255946892863725,0.009957588050894339,0.005716393140328232,0.0,0.011248386501936198,0.014383182740180711,0.019177576986907616,0.00018439977872026554,0.04075235109717868,0.031901161718605936,0.0,0.009219988936013277,0.0106951871657754,0.011801585838096994,0.03392955928452886,0.014936382076341508,0.0,0.037801954637654435,0.0374331550802139,0.032638760833487,0.02765996680803983,0.05642633228840126,0.037801954637654435,0.0036879955744053105,0.0,0.0005531993361607966,0.009773188272174074,0.009219988936013277,0.0009219988936013276,0.009219988936013277,0.018439977872026555,0.009219988936013277,0.009219988936013277,0.009219988936013277,0.009219988936013277,0.0,0.009588788493453808,0.012907984510418587,0.0005531993361607966,0.0003687995574405311,0.009219988936013277,0.007929190484971418,0.04351834777798266,0.0,0.002028397565922921,0.00018439977872026554,0.0,0.0018439977872026553,0.008851189378572745,0.01401438318274018,0.04462474645030426,0.008851189378572745,0.0,0.01198598561681726,0.012539184952978056,0.0005531993361607966,0.0018439977872026553,0.025447169463396643,0.002397197123363452,0.01862437765074682,0.009219988936013277,0.009219988936013277,0.009219988936013277,0.018439977872026555,0.007744790706251153,0.008851189378572745,0.0011063986723215931,0.0,0.0007375991148810622,0.011801585838096994,0.002397197123363452,0.002028397565922921,0.013461183846579385
A09,0.009322033898305085,0.00016949152542372882,0.03305084745762712,0.003898305084745763,0.006271186440677966,0.01305084745762712,0.027966101694915254,0.00847457627118644,0.005932203389830509,0.015593220338983051,0.010847457627118645,0.005254237288135594,0.006440677966101695,0.001694915254237288,0.0,0.0,0.005593220338983051,0.013728813559322034,0.008305084745762711,0.0,0.010338983050847458,0.014745762711864407,0.017627118644067796,0.00016949152542372882,0.03898305084745763,0.029322033898305084,0.00847457627118644,0.0,0.015932203389830507,0.010847457627118645,0.03271186440677966,0.01677966101694915,0.0,0.03627118644067796,0.03745762711864407,0.03,0.025423728813559324,0.05186440677966102,0.03474576271186441,0.003389830508474576,0.0,0.0005084745762711864,0.008983050847457628,0.00847457627118644,0.000847457627118644,0.00847457627118644,0.01694915254237288,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.008813559322033898,0.011864406779661017,0.0005084745762711864,0.00033898305084745765,0.01,0.008813559322033898,0.04610169491525424,0.0,0.001864406779661017,0.00016949152542372882,0.0,0.001694915254237288,0.009661016949152543,0.01288135593220339,0.045593220338983054,0.009661016949152543,0.0,0.011016949152542373,0.01305084745762712,0.0005084745762711864,0.001694915254237288,0.026440677966101694,0.0022033898305084745,0.01711864406779661,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.01694915254237288,0.00711864406779661,0.009661016949152543,0.001016949152542373,0.0,0.0006779661016949153,0.012372881355932203,0.0022033898305084745,0.001864406779661017,0.013898305084745762
A10,0.01456043956043956,0.0,0.046794871794871795,0.006043956043956044,0.010439560439560439,0.016391941391941393,0.035897435897435895,0.007692307692307693,0.0052197802197802195,0.023626373626373626,0.02261904761904762,0.013003663003663004,0.011813186813186813,0.0,0.0,0.0,0.010531135531135532,0.021794871794871794,0.013095238095238096,0.0,0.007692307692307693,0.02142857142857143,0.010622710622710623,0.00018315018315018315,0.03791208791208791,0.01868131868131868,0.005311355311355312,0.008608058608058609,0.019963369963369962,0.01163003663003663,0.030952380952380953,0.02271062271062271,0.00018315018315018315,0.028113553113553114,0.03287545787545788,0.023717948717948717,0.015934065934065933,0.03406593406593406,0.02161172161172161,0.0035714285714285713,0.0002747252747252747,0.0002747252747252747,0.005586080586080586,0.007967032967032966,0.00018315018315018315,0.005311355311355312,0.010622710622710623,0.005311355311355312,0.005311355311355312,0.005311355311355312,0.007875457875457875,0.0,0.005311355311355312,0.01098901098901099,0.0004578754578754579,0.00018315018315018315,0.012912087912087911,0.012637362637362638,0.05366300366300366,0.0,0.004395604395604396,0.0,0.0,0.0,0.012637362637362638,0.008424908424908424,0.05,0.012637362637362638,0.0,0.006776556776556777,0.01584249084249084,0.0,0.002380952380952381,0.03076923076923077,0.002014652014652015,0.010622710622710623,0.005311355311355312,0.006684981684981685,0.005586080586080586,0.010622710622710623,0.008516483516483516,0.013095238095238096,0.001098901098901099,0.0,0.0002747252747252747,0.014194139194139194,0.0003663003663003663,0.002014652014652015,0.010256410256410256
